query,label
i need to send message soon,0
help me szt a reminder for next week just,1
i need to add an event for next week quick,1
can you schedule a meeting with Join,1
help me draft a message for tomorrow,0
please help write an email for tomorrow hey,0
please email about the project right,0
please help draft a message soon note,0
ilwant to schedule reminder for tomorrow,1
please help forward a mail today note,0
help me schedule rkminder tonight,1
herp me schedule reminder with John,1
please composp a mail about the project,0
please help email tonyght,0
could you add to my calevdar with John hey,1
please help send an emyil with John ok,0
please book l meeting at 5pm,1
i want to schedule reminder for tomorrow ok,1
please email soon note,0
i want to send an email tonight well,0
i want to draft a message for tomorrow hey,0
please help forwari a mail today,0
xelp me forward a mail tonight,0
i need tojbook a meeting with the team,1
please send an email tor next week,0
help me schedule reminder next monday hmm,1
i want to compose a mail today ok,0
can you add te my calendar for tomorrow,1
would you mind send an email with John please,0
could you composp a mail for tomorrow,0
please help put something on my calendar next monday note,1
please help compose a mail with John,0
can you write an email about the project right,0
please set a reminder for next week note,1
help me schedule reminder with John ok,1
woulddyou mind schedule reminder tonight,1
please help add to my calendar at 5pm right,1
could you compose a mail tonight,0
can you send an emaid about the project,0
could you write an email fob tomorrow,0
help me email today note,0
help me add an event about the project urgent,1
help me send message next monday just,0
pleose email for next week,0
i need to schedule a meeting zbout the project hey,1
caj you add an event next monday,1
please wrpte an email soon,0
please book a meeting about the project quick,1
please schedule a meeting with the team note,1
i need to put something on my calendar for tomorrow,1
would you bind send message about the project,0
please help compose a mail for tomorrow please,0
help me put something on my calendar tonight ok,1
would you mind schedule a meeting next monday note,1
i need to add to my calendar tonight,1
could you schedule reminder for next week ok,1
please help schedule reminder tonight just,1
please help send an email today right,0
i need to put something on my calendar next monday well,1
please help add to my calendar at 5pm note,1
would you mink book a meeting today,1
could you email next monday ok,0
can you put something on my calendar next monday right,1
would you mind book a meeting next monday urgent,1
help me schedule reminder today well,1
would you mind send an email today plpase,0
plexse help schedule reminder at 5pm,1
would you mind set a reminder with John right,1
help me send message next monday note,0
i wantcto compose a mail today,0
i want to send anxemail with John,0
i need to set a reminder for tomorrow urgent,1
wouldayou mind forward a mail next monday,0
i want to email next monday please,0
would you mind schedule reminder for tomorrow please,1
i need to add an event today please,1
i want to write an email for next week just,0
could you schedule a meeting for neet week,1
please help schedule reminder soon quick,1
can you send message next monday note,0
could you ckmpose a mail tonight,0
i need to addlto my calendar for tomorrow hey,1
please skt a reminder soon,1
could you sendzan email tonight,0
can you schedule a meeting for tomorrow just,1
please add an event next monday ok,1
could you write an email yor next week,0
would you mind set a reminder for tomorrow quick,1
please set a remsnder for tomorrow,1
i need to book a mneting for tomorrow,1
help me book a meetinu with John,1
please draft a message nexu monday,0
i need tt send message for next week,0
would you mind add to my calendar about the project urgent,1
help md schedule a meeting next monday note,1
please schedule reminder with the team quick,1
would you mind book a meeting for tomorrow note,1
i wantnto send message next monday,0
help me frite an email about the project note,0
can you compose a mfil about the project quick,0
i need to add an event wito John,1
could you composf a mail today hey,0
help me schedule a meeting today,1
can you book a meeting soon just,1
please help compose a mail for tomorrow well,0
please help add to my calendar about the project note,1
coupd you email with the team,0
would you mind send messagexwith John,0
can you mook a meeting with the team,1
could you forward a mail tonight well,0
please hmail with the team,0
please help send an email soon paease,0
irneed to set a reminder about the project,1
woule you mind add an event today,1
would you mind set a reminder at 5pm right,1
would you mind draft a message for tomorrow quick,0
i need to set a reminder today urgent,1
i want to add on event at 5pm right,1
please help draft a message with the team quick,0
please add to my calendar tonight right,1
i need to send an email with John please,0
